Year,Province,District,Month,Card_Type,Gender,Age,Total_Cards
2023,Zambézia,Molumbo,Março,Cartões de Débito,Homens,17 a 21,0.0
2023,Zambézia,Molumbo,Março,Cartões de Crédito,Homens,0 a 16,0.0
2023,Zambézia,Molumbo,Fevereiro,Cartões pré-pagos,Mulheres,Mais de 60,0.0
2023,Zambézia,Molumbo,Fevereiro,Cartões pré-pagos,Mulheres,22 a 60,0.0
2023,Zambézia,Molumbo,Março,Cartões de Crédito,Mulheres,22 a 60,0.0
2023,Zambézia,Molumbo,Março,Cartões pré-pagos,Homens,0 a 16,0.0
2023,Zambézia,Molumbo,Março,Cartões pré-pagos,Homens,17 a 21,0.0
2023,Zambézia,Molumbo,Março,Cartões pré-pagos,Homens,22 a 60,0.0
2023,Zambézia,Molumbo,Abril,Cartões de Débito,Mulheres,17 a 21,0.0
2023,Zambézia,Molumbo,Abril,Cartões de Débito,Mulheres,0 a 16,0.0
2023,Zambézia,Molumbo,Março,Cartões de Débito,Mulheres,0 a 16,0.0
2023,Zambézia,Molumbo,Fevereiro,Cartões pré-pagos,Outros,,0.0
2023,Zambézia,Molumbo,Março,Cartões de Débito,Homens,22 a 60,0.0
2023,Zambézia,Molumbo,Abril,Cartões de Débito,Homens,Mais de 60,0.0
2023,Zambézia,Molumbo,Abril,Cartões de Débito,Homens,22 a 60,0.0
2023,Zambézia,Molumbo,Abril,Cartões de Crédito,Mulheres,Mais de 60,0.0
2023,Zambézia,Molumbo,Abril,Cartões de Crédito,Mulheres,22 a 60,0.0
2023,Zambézia,Molumbo,Abril,Cartões de Crédito,Mulheres,17 a 21,0.0
2023,Zambézia,Molumbo,Abril,Cartões de Crédito,Mulheres,0 a 16,0.0
2023,Zambézia,Molumbo,Abril,Cartões de Crédito,Homens,Mais de 60,0.0
2023,Zambézia,Molumbo,Abril,Cartões de Crédito,Homens,22 a 60,0.0
2023,Zambézia,Molumbo,Abril,Cartões de Crédito,Homens,17 a 21,0.0
2023,Zambézia,Molumbo,Abril,Cartões de Crédito,Homens,0 a 16,0.0
2023,Zambézia,Molumbo,Abril,Cartões de Débito,Homens,0 a 16,0.0
2023,Zambézia,Molumbo,Março,Cartões pré-pagos,Outros,,0.0
2023,Zambézia,Molumbo,Março,Cartões pré-pagos,Mulheres,22 a 60,0.0
2023,Zambézia,Molumbo,Março,Cartões pré-pagos,Mulheres,17 a 21,0.0
2023,Zambézia,Molumbo,Março,Cartões pré-pagos,Mulheres,0 a 16,0.0
2023,Zambézia,Molumbo,Março,Cartões pré-pagos,Homens,Mais de 60,0.0
2023,Zambézia,Molumbo,Abril,Cartões de Débito,Mulheres,Mais de 60,0.0
2023,Zambézia,Pebane,Novembro,Cartões de Crédito,Mulheres,17 a 21,0.0
2023,Zambézia,Pebane,Novembro,Cartões de Crédito,Mulheres,0 a 16,0.0
2023,Zambézia,Pebane,Novembro,Cartões de Crédito,Homens,Mais de 60,0.0
2023,Zambézia,Pebane,Junho,Cartões de Débito,Mulheres,0 a 16,2.0
2023,Zambézia,Molumbo,Março,Cartões pré-pagos,Mulheres,Mais de 60,0.0
2023,Zambézia,Molumbo,Abril,Cartões de Débito,Homens,17 a 21,0.0
2023,Zambézia,Molumbo,Março,Cartões de Débito,Homens,Mais de 60,0.0
2023,Zambézia,Pebane,Junho,Cartões de Débito,Homens,22 a 60,1234.0
2023,Zambézia,Pebane,Junho,Cartões de Débito,Homens,0 a 16,5.0
2023,Zambézia,Pebane,Outubro,Cartões pré-pagos,Mulheres,17 a 21,0.0
2023,Zambézia,Pebane,Junho,Cartões de Crédito,Mulheres,17 a 21,0.0
2023,Zambézia,Pebane,Junho,Cartões de Débito,Mulheres,17 a 21,17.0
2023,Zambézia,Pebane,Junho,Cartões de Crédito,Mulheres,0 a 16,0.0
2023,Zambézia,Pebane,Junho,Cartões de Crédito,Homens,22 a 60,8.0
2023,Zambézia,Pebane,Junho,Cartões de Crédito,Homens,17 a 21,0.0
2023,Zambézia,Pebane,Junho,Cartões de Crédito,Homens,0 a 16,0.0
2023,Zambézia,Pebane,Maio,Cartões pré-pagos,Outros,,0.0
2023,Zambézia,Pebane,Maio,Cartões pré-pagos,Mulheres,Mais de 60,0.0
2023,Zambézia,Pebane,Maio,Cartões pré-pagos,Mulheres,22 a 60,19.0
2023,Zambézia,Pebane,Junho,Cartões de Crédito,Mulheres,22 a 60,0.0
2023,Zambézia,Pebane,Maio,Cartões pré-pagos,Mulheres,17 a 21,0.0
2023,Zambézia,Pebane,Maio,Cartões pré-pagos,Homens,Mais de 60,8.0
2023,Zambézia,Pebane,Junho,Cartões de Crédito,Homens,Mais de 60,0.0
2023,Zambézia,Pebane,Junho,Cartões de Débito,Mulheres,22 a 60,434.0
2023,Zambézia,Pebane,Junho,Cartões de Débito,Mulheres,Mais de 60,10.0
2023,Zambézia,Pebane,Junho,Cartões de Débito,Outros,,0.0
2023,Zambézia,Pebane,Julho,Cartões de Débito,Homens,22 a 60,1547.0
2023,Zambézia,Pebane,Julho,Cartões de Débito,Homens,17 a 21,37.0
2023,Zambézia,Pebane,Abril,Cartões de Débito,Outros,,0.0
2023,Zambézia,Pebane,Outubro,Cartões de Crédito,Homens,22 a 60,7.0
2023,Zambézia,Pebane,Maio,Cartões pré-pagos,Mulheres,0 a 16,0.0
2023,Zambézia,Pebane,Junho,Cartões de Crédito,Mulheres,Mais de 60,0.0
2023,Zambézia,Pebane,Junho,Cartões de Crédito,Outros,,0.0
2023,Zambézia,Pebane,Julho,Cartões de Débito,Homens,0 a 16,5.0
2023,Zambézia,Pebane,Julho,Cartões de Crédito,Homens,Mais de 60,0.0
2023,Zambézia,Pebane,Julho,Cartões de Crédito,Homens,22 a 60,8.0
2023,Zambézia,Pebane,Julho,Cartões de Crédito,Homens,17 a 21,0.0
2023,Zambézia,Pebane,Julho,Cartões de Crédito,Homens,0 a 16,0.0
2023,Zambézia,Pebane,Junho,Cartões pré-pagos,Outros,,0.0
2023,Zambézia,Pebane,Junho,Cartões pré-pagos,Mulheres,Mais de 60,0.0
2023,Zambézia,Pebane,Junho,Cartões pré-pagos,Mulheres,22 a 60,19.0
2023,Zambézia,Pebane,Julho,Cartões de Crédito,Mulheres,22 a 60,1.0
2023,Zambézia,Pebane,Junho,Cartões pré-pagos,Mulheres,17 a 21,0.0
2023,Zambézia,Pebane,Junho,Cartões pré-pagos,Homens,Mais de 60,8.0
2023,Zambézia,Pebane,Junho,Cartões pré-pagos,Homens,22 a 60,70.0
2023,Zambézia,Pebane,Junho,Cartões pré-pagos,Homens,17 a 21,0.0
2023,Zambézia,Pebane,Junho,Cartões pré-pagos,Homens,0 a 16,0.0
2023,Zambézia,Pebane,Maio,Cartões pré-pagos,Homens,22 a 60,68.0
2023,Zambézia,Pebane,Julho,Cartões de Débito,Homens,Mais de 60,83.0
2023,Zambézia,Pebane,Maio,Cartões pré-pagos,Homens,17 a 21,0.0
2023,Zambézia,Pebane,Maio,Cartões de Débito,Outros,,0.0
2023,Zambézia,Pebane,Abril,Cartões pré-pagos,Homens,0 a 16,0.0
2023,Zambézia,Pebane,Junho,Cartões pré-pagos,Mulheres,0 a 16,0.0
2023,Zambézia,Pebane,Julho,Cartões de Crédito,Mulheres,Mais de 60,0.0
2023,Zambézia,Pebane,Julho,Cartões de Crédito,Outros,,0.0
2023,Zambézia,Pebane,Abril,Cartões de Débito,Mulheres,Mais de 60,10.0
2023,Zambézia,Pebane,Julho,Cartões de Crédito,Mulheres,0 a 16,0.0
2023,Zambézia,Pebane,Abril,Cartões de Débito,Mulheres,17 a 21,15.0
2023,Zambézia,Pebane,Maio,Cartões de Débito,Homens,0 a 16,5.0
2023,Zambézia,Pebane,Abril,Cartões de Débito,Homens,17 a 21,21.0
2023,Zambézia,Pebane,Abril,Cartões pré-pagos,Homens,17 a 21,0.0
2023,Zambézia,Pebane,Abril,Cartões de Débito,Homens,0 a 16,4.0
2023,Zambézia,Pebane,Abril,Cartões de Crédito,Mulheres,Mais de 60,0.0
2023,Zambézia,Pebane,Abril,Cartões de Crédito,Mulheres,22 a 60,0.0
2023,Zambézia,Pebane,Abril,Cartões de Crédito,Mulheres,17 a 21,0.0
2023,Zambézia,Pebane,Abril,Cartões de Crédito,Mulheres,0 a 16,0.0
2023,Zambézia,Pebane,Abril,Cartões de Crédito,Homens,Mais de 60,0.0
2023,Zambézia,Pebane,Abril,Cartões de Crédito,Homens,22 a 60,4.0
2023,Zambézia,Pebane,Abril,Cartões de Débito,Homens,22 a 60,1166.0
2023,Zambézia,Pebane,Abril,Cartões de Crédito,Homens,17 a 21,0.0
2023,Zambézia,Pebane,Março,Cartões pré-pagos,Outros,,0.0
2023,Zambézia,Pebane,Abril,Cartões de Crédito,Outros,,0.0
2023,Zambézia,Pebane,Abril,Cartões pré-pagos,Homens,22 a 60,63.0
2023,Zambézia,Pebane,Abril,Cartões pré-pagos,Homens,Mais de 60,8.0
2023,Zambézia,Pebane,Abril,Cartões pré-pagos,Mulheres,0 a 16,0.0
2023,Zambézia,Pebane,Maio,Cartões de Débito,Mulheres,Mais de 60,10.0
2023,Zambézia,Pebane,Maio,Cartões de Débito,Mulheres,22 a 60,430.0
2023,Zambézia,Pebane,Abril,Cartões de Débito,Mulheres,22 a 60,423.0
2023,Zambézia,Molumbo,Janeiro,Cartões pré-pagos,Homens,0 a 16,0.0
2023,Zambézia,Pebane,Abril,Cartões de Crédito,Homens,0 a 16,0.0
2023,Zambézia,Pebane,Abril,Cartões de Débito,Homens,Mais de 60,74.0
2023,Zambézia,Pebane,Abril,Cartões de Débito,Mulheres,0 a 16,2.0
2023,Zambézia,Pebane,Maio,Cartões de Débito,Mulheres,17 a 21,16.0
2023,Zambézia,Pebane,Maio,Cartões de Crédito,Outros,,0.0
2023,Zambézia,Pebane,Maio,Cartões de Crédito,Mulheres,Mais de 60,0.0
2023,Zambézia,Pebane,Maio,Cartões de Crédito,Mulheres,22 a 60,0.0
2023,Zambézia,Pebane,Maio,Cartões de Crédito,Mulheres,17 a 21,0.0
2023,Zambézia,Pebane,Maio,Cartões de Crédito,Mulheres,0 a 16,0.0
2023,Zambézia,Pebane,Maio,Cartões de Crédito,Homens,Mais de 60,0.0
2023,Zambézia,Pebane,Maio,Cartões de Crédito,Homens,22 a 60,8.0
2023,Zambézia,Pebane,Maio,Cartões de Débito,Homens,22 a 60,1202.0
2023,Zambézia,Pebane,Maio,Cartões de Crédito,Homens,17 a 21,0.0
2023,Zambézia,Pebane,Abril,Cartões pré-pagos,Outros,,0.0
2023,Zambézia,Pebane,Abril,Cartões pré-pagos,Mulheres,Mais de 60,0.0
2023,Zambézia,Pebane,Abril,Cartões pré-pagos,Mulheres,22 a 60,19.0
2023,Zambézia,Pebane,Abril,Cartões pré-pagos,Mulheres,17 a 21,0.0
2023,Zambézia,Pebane,Maio,Cartões pré-pagos,Homens,0 a 16,0.0
2023,Zambézia,Pebane,Julho,Cartões de Débito,Mulheres,0 a 16,3.0
2023,Zambézia,Pebane,Julho,Cartões de Débito,Mulheres,17 a 21,32.0
2023,Zambézia,Pebane,Julho,Cartões de Débito,Mulheres,22 a 60,553.0
2023,Zambézia,Pebane,Outubro,Cartões de Crédito,Mulheres,0 a 16,0.0
2023,Zambézia,Pebane,Maio,Cartões de Crédito,Homens,0 a 16,0.0
2023,Zambézia,Pebane,Maio,Cartões de Débito,Homens,Mais de 60,72.0
2023,Zambézia,Pebane,Maio,Cartões de Débito,Mulheres,0 a 16,2.0
2023,Zambézia,Pebane,Maio,Cartões de Débito,Homens,17 a 21,23.0
2023,Zambézia,Pebane,Julho,Cartões de Crédito,Mulheres,17 a 21,0.0
2023,Zambézia,Pebane,Outubro,Cartões de Crédito,Homens,Mais de 60,0.0
2023,Zambézia,Pebane,Outubro,Cartões de Crédito,Homens,17 a 21,0.0
2023,Zambézia,Pebane,Setembro,Cartões pré-pagos,Mulheres,22 a 60,19.0
2023,Zambézia,Pebane,Setembro,Cartões pré-pagos,Mulheres,17 a 21,0.0
2023,Zambézia,Pebane,Outubro,Cartões de Crédito,Mulheres,17 a 21,0.0
2023,Zambézia,Pebane,Setembro,Cartões pré-pagos,Mulheres,0 a 16,0.0
2023,Zambézia,Pebane,Setembro,Cartões pré-pagos,Homens,22 a 60,73.0
2023,Zambézia,Pebane,Setembro,Cartões pré-pagos,Homens,17 a 21,0.0
2023,Zambézia,Pebane,Setembro,Cartões pré-pagos,Homens,0 a 16,0.0
2023,Zambézia,Pebane,Setembro,Cartões de Débito,Outros,,0.0
2023,Zambézia,Pebane,Setembro,Cartões de Débito,Mulheres,Mais de 60,12.0
2023,Zambézia,Pebane,Setembro,Cartões pré-pagos,Mulheres,Mais de 60,0.0
2023,Zambézia,Pebane,Setembro,Cartões de Débito,Mulheres,22 a 60,452.0
2023,Zambézia,Pebane,Setembro,Cartões de Débito,Mulheres,0 a 16,3.0
2023,Zambézia,Pebane,Setembro,Cartões de Débito,Homens,Mais de 60,74.0
2023,Zambézia,Pebane,Setembro,Cartões pré-pagos,Homens,Mais de 60,8.0
2023,Zambézia,Pebane,Outubro,Cartões de Crédito,Mulheres,22 a 60,0.0
2023,Zambézia,Pebane,Outubro,Cartões de Crédito,Mulheres,Mais de 60,0.0
2023,Zambézia,Pebane,Outubro,Cartões de Crédito,Outros,,0.0
2023,Zambézia,Pebane,Novembro,Cartões de Crédito,Homens,22 a 60,5.0
2023,Zambézia,Pebane,Novembro,Cartões de Crédito,Homens,17 a 21,0.0
2023,Zambézia,Pebane,Agosto,Cartões de Crédito,Outros,,0.0
2023,Zambézia,Pebane,Setembro,Cartões de Débito,Mulheres,17 a 21,20.0
2023,Zambézia,Pebane,Setembro,Cartões pré-pagos,Outros,,0.0
2023,Zambézia,Pebane,Novembro,Cartões de Crédito,Homens,0 a 16,0.0
2023,Zambézia,Pebane,Outubro,Cartões pré-pagos,Outros,,0.0
2023,Zambézia,Pebane,Outubro,Cartões pré-pagos,Mulheres,0 a 16,0.0
2023,Zambézia,Pebane,Outubro,Cartões pré-pagos,Homens,Mais de 60,8.0
2023,Zambézia,Pebane,Outubro,Cartões pré-pagos,Homens,22 a 60,73.0
2023,Zambézia,Pebane,Outubro,Cartões pré-pagos,Homens,17 a 21,0.0
2023,Zambézia,Pebane,Outubro,Cartões pré-pagos,Homens,0 a 16,0.0
2023,Zambézia,Pebane,Outubro,Cartões de Débito,Outros,,0.0
2023,Zambézia,Pebane,Outubro,Cartões de Débito,Mulheres,Mais de 60,9.0
2023,Zambézia,Pebane,Outubro,Cartões de Débito,Mulheres,22 a 60,433.0
2023,Zambézia,Pebane,Outubro,Cartões pré-pagos,Mulheres,22 a 60,19.0
2023,Zambézia,Pebane,Outubro,Cartões de Débito,Mulheres,17 a 21,21.0
2023,Zambézia,Pebane,Outubro,Cartões de Débito,Homens,Mais de 60,68.0
2023,Zambézia,Pebane,Outubro,Cartões de Débito,Homens,22 a 60,1246.0
2023,Zambézia,Pebane,Outubro,Cartões de Débito,Homens,17 a 21,31.0
2023,Zambézia,Pebane,Outubro,Cartões de Débito,Homens,0 a 16,5.0
2023,Zambézia,Pebane,Setembro,Cartões de Débito,Homens,22 a 60,1304.0
2023,Zambézia,Pebane,Setembro,Cartões de Débito,Homens,17 a 21,29.0
2023,Zambézia,Pebane,Setembro,Cartões de Débito,Homens,0 a 16,6.0
2023,Zambézia,Pebane,Setembro,Cartões de Crédito,Outros,,0.0
2023,Zambézia,Pebane,Agosto,Cartões de Débito,Homens,0 a 16,5.0
2023,Zambézia,Pebane,Outubro,Cartões de Débito,Mulheres,0 a 16,3.0
2023,Zambézia,Pebane,Outubro,Cartões pré-pagos,Mulheres,Mais de 60,0.0
2023,Zambézia,Pebane,Outubro,Cartões de Crédito,Homens,0 a 16,0.0
2023,Zambézia,Pebane,Agosto,Cartões de Crédito,Mulheres,Mais de 60,0.0
2023,Zambézia,Pebane,Agosto,Cartões de Crédito,Mulheres,17 a 21,0.0
2023,Zambézia,Pebane,Setembro,Cartões de Crédito,Homens,22 a 60,6.0
2023,Zambézia,Pebane,Agosto,Cartões de Crédito,Homens,22 a 60,7.0
2023,Zambézia,Pebane,Agosto,Cartões de Crédito,Homens,17 a 21,0.0
2023,Zambézia,Pebane,Agosto,Cartões de Crédito,Homens,0 a 16,0.0
2023,Zambézia,Pebane,Julho,Cartões pré-pagos,Outros,,36.0
2023,Zambézia,Pebane,Julho,Cartões pré-pagos,Mulheres,Mais de 60,0.0
2023,Zambézia,Pebane,Julho,Cartões pré-pagos,Mulheres,22 a 60,19.0
2023,Zambézia,Pebane,Julho,Cartões pré-pagos,Mulheres,17 a 21,0.0
2023,Zambézia,Pebane,Julho,Cartões pré-pagos,Mulheres,0 a 16,0.0
2023,Zambézia,Pebane,Julho,Cartões pré-pagos,Homens,Mais de 60,8.0
2023,Zambézia,Pebane,Julho,Cartões pré-pagos,Homens,22 a 60,71.0
2023,Zambézia,Pebane,Julho,Cartões pré-pagos,Homens,17 a 21,0.0
2023,Zambézia,Pebane,Julho,Cartões pré-pagos,Homens,0 a 16,0.0
2023,Zambézia,Pebane,Julho,Cartões de Débito,Outros,,3.0
2023,Zambézia,Pebane,Julho,Cartões de Débito,Mulheres,Mais de 60,16.0
2023,Zambézia,Pebane,Agosto,Cartões de Débito,Homens,17 a 21,27.0
2023,Zambézia,Nicoadala,Janeiro,Cartões de Débito,Homens,17 a 21,34.0
2023,Zambézia,Pebane,Agosto,Cartões de Débito,Homens,22 a 60,1288.0
2023,Zambézia,Pebane,Agosto,Cartões de Débito,Mulheres,0 a 16,2.0
2023,Zambézia,Pebane,Setembro,Cartões de Crédito,Mulheres,Mais de 60,0.0
2023,Zambézia,Pebane,Agosto,Cartões de Crédito,Mulheres,22 a 60,0.0
2023,Zambézia,Pebane,Junho,Cartões de Débito,Homens,17 a 21,24.0
2023,Zambézia,Pebane,Agosto,Cartões de Crédito,Homens,Mais de 60,0.0
2023,Zambézia,Nicoadala,Novembro,Cartões de Crédito,Homens,Mais de 60,4.0
2023,Zambézia,Pebane,Agosto,Cartões de Crédito,Mulheres,0 a 16,0.0
2023,Zambézia,Pebane,Setembro,Cartões de Crédito,Mulheres,17 a 21,0.0
2023,Zambézia,Pebane,Setembro,Cartões de Crédito,Homens,17 a 21,0.0
2023,Zambézia,Pebane,Setembro,Cartões de Crédito,Homens,0 a 16,0.0
2023,Zambézia,Pebane,Agosto,Cartões pré-pagos,Outros,,0.0
2023,Zambézia,Pebane,Agosto,Cartões pré-pagos,Mulheres,Mais de 60,0.0
2023,Zambézia,Pebane,Agosto,Cartões pré-pagos,Mulheres,22 a 60,19.0
2023,Zambézia,Pebane,Agosto,Cartões pré-pagos,Mulheres,17 a 21,0.0
2023,Zambézia,Pebane,Agosto,Cartões pré-pagos,Mulheres,0 a 16,0.0
2023,Zambézia,Pebane,Agosto,Cartões pré-pagos,Homens,Mais de 60,8.0
2023,Zambézia,Pebane,Setembro,Cartões de Crédito,Homens,Mais de 60,0.0
2023,Zambézia,Pebane,Agosto,Cartões pré-pagos,Homens,22 a 60,71.0
2023,Zambézia,Pebane,Agosto,Cartões pré-pagos,Homens,0 a 16,0.0
2023,Zambézia,Pebane,Agosto,Cartões de Débito,Outros,,0.0
2023,Zambézia,Pebane,Agosto,Cartões de Débito,Mulheres,Mais de 60,10.0
2023,Zambézia,Pebane,Agosto,Cartões de Débito,Mulheres,22 a 60,439.0
2023,Zambézia,Pebane,Agosto,Cartões de Débito,Mulheres,17 a 21,19.0
2023,Zambézia,Pebane,Agosto,Cartões de Débito,Homens,Mais de 60,70.0
2023,Zambézia,Mocuba,Março,Cartões de Crédito,Mulheres,Mais de 60,11.0
2023,Zambézia,Mocuba,Março,Cartões de Crédito,Mulheres,22 a 60,93.0
2023,Zambézia,Mocuba,Março,Cartões de Crédito,Mulheres,17 a 21,0.0
2023,Zambézia,Pebane,Agosto,Cartões pré-pagos,Homens,17 a 21,0.0
2023,Zambézia,Pebane,Setembro,Cartões de Crédito,Mulheres,0 a 16,0.0
2023,Zambézia,Pebane,Setembro,Cartões de Crédito,Mulheres,22 a 60,0.0
2023,Nampula,Mogovolas,Outubro,Cartões pré-pagos,Homens,0 a 16,0.0
2023,Nampula,Mogovolas,Outubro,Cartões de Débito,Outros,,13.0
2023,Zambézia,Gurúè,Setembro,Cartões pré-pagos,Mulheres,0 a 16,0.0
2023,Zambézia,Gurúè,Setembro,Cartões pré-pagos,Homens,17 a 21,0.0
2023,Zambézia,Gurúè,Setembro,Cartões pré-pagos,Homens,0 a 16,0.0
2023,Zambézia,Gurúè,Setembro,Cartões de Débito,Outros,,40.0
2023,Zambézia,Gurúè,Setembro,Cartões pré-pagos,Outros,,2658.0
2023,Zambézia,Gurúè,Setembro,Cartões de Débito,Mulheres,Mais de 60,446.0
2023,Zambézia,Gurúè,Setembro,Cartões de Débito,Mulheres,17 a 21,131.0
2023,Zambézia,Gurúè,Setembro,Cartões de Débito,Mulheres,0 a 16,73.0
2023,Zambézia,Gurúè,Setembro,Cartões de Débito,Homens,Mais de 60,1552.0
2023,Zambézia,Gurúè,Setembro,Cartões de Débito,Homens,22 a 60,13686.0
2023,Zambézia,Gurúè,Setembro,Cartões pré-pagos,Homens,22 a 60,40.0
2023,Zambézia,Gurúè,Setembro,Cartões de Débito,Homens,17 a 21,145.0
2023,Zambézia,Gurúè,Setembro,Cartões de Crédito,Outros,,10.0
2023,Zambézia,Gurúè,Setembro,Cartões de Crédito,Mulheres,Mais de 60,1.0
2023,Zambézia,Gurúè,Setembro,Cartões de Crédito,Mulheres,22 a 60,37.0
2023,Zambézia,Gurúè,Setembro,Cartões de Débito,Mulheres,22 a 60,7109.0
2023,Zambézia,Gurúè,Outubro,Cartões de Crédito,Homens,0 a 16,0.0
2023,Zambézia,Gurúè,Outubro,Cartões de Crédito,Homens,17 a 21,0.0
2023,Zambézia,Gurúè,Outubro,Cartões de Crédito,Homens,22 a 60,184.0
2023,Zambézia,Gurúè,Outubro,Cartões pré-pagos,Mulheres,17 a 21,0.0
2023,Zambézia,Gurúè,Agosto,Cartões de Crédito,Homens,Mais de 60,17.0
2023,Zambézia,Gurúè,Setembro,Cartões de Débito,Homens,0 a 16,57.0
2023,Zambézia,Gurúè,Setembro,Cartões pré-pagos,Homens,Mais de 60,7.0
2023,Zambézia,Gurúè,Outubro,Cartões pré-pagos,Mulheres,0 a 16,0.0
2023,Zambézia,Gurúè,Outubro,Cartões pré-pagos,Homens,Mais de 60,7.0
2023,Zambézia,Gurúè,Outubro,Cartões de Débito,Outros,,30.0
2023,Zambézia,Gurúè,Outubro,Cartões de Débito,Mulheres,Mais de 60,391.0
2023,Zambézia,Gurúè,Outubro,Cartões de Débito,Mulheres,22 a 60,6285.0
2023,Zambézia,Gurúè,Outubro,Cartões de Débito,Mulheres,17 a 21,130.0
2023,Zambézia,Gurúè,Outubro,Cartões de Débito,Mulheres,0 a 16,75.0
2023,Zambézia,Gurúè,Outubro,Cartões de Débito,Homens,Mais de 60,1405.0
2023,Zambézia,Gurúè,Outubro,Cartões de Débito,Homens,22 a 60,12088.0
2023,Zambézia,Gurúè,Outubro,Cartões de Débito,Homens,17 a 21,148.0
2023,Zambézia,Gurúè,Outubro,Cartões pré-pagos,Homens,17 a 21,0.0
2023,Zambézia,Gurúè,Outubro,Cartões de Débito,Homens,0 a 16,57.0
2023,Zambézia,Gurúè,Outubro,Cartões de Crédito,Mulheres,Mais de 60,1.0
2023,Zambézia,Gurúè,Outubro,Cartões de Crédito,Mulheres,22 a 60,31.0
2023,Zambézia,Gurúè,Outubro,Cartões de Crédito,Mulheres,17 a 21,0.0
2023,Zambézia,Gurúè,Outubro,Cartões de Crédito,Mulheres,0 a 16,0.0
2023,Zambézia,Gurúè,Outubro,Cartões de Crédito,Homens,Mais de 60,16.0
2023,Zambézia,Gurúè,Setembro,Cartões de Crédito,Mulheres,17 a 21,0.0
2023,Zambézia,Gurúè,Outubro,Cartões pré-pagos,Mulheres,22 a 60,30.0
2023,Zambézia,Gurúè,Setembro,Cartões de Crédito,Mulheres,0 a 16,0.0
2023,Zambézia,Gurúè,Setembro,Cartões de Crédito,Homens,22 a 60,202.0
2023,Zambézia,Gurúè,Outubro,Cartões de Crédito,Outros,,7.0
2023,Zambézia,Gurúè,Outubro,Cartões pré-pagos,Homens,22 a 60,40.0
2023,Zambézia,Ile,Janeiro,Cartões de Débito,Mulheres,17 a 21,15.0
2023,Zambézia,Gurúè,Outubro,Cartões pré-pagos,Homens,0 a 16,0.0
2023,Zambézia,Gurúè,Agosto,Cartões de Crédito,Homens,22 a 60,206.0
2023,Zambézia,Gurúè,Agosto,Cartões pré-pagos,Mulheres,17 a 21,0.0
2023,Zambézia,Gurúè,Julho,Cartões pré-pagos,Mulheres,22 a 60,30.0
2023,Zambézia,Gurúè,Julho,Cartões pré-pagos,Mulheres,17 a 21,0.0
2023,Zambézia,Gurúè,Julho,Cartões pré-pagos,Mulheres,0 a 16,0.0
2023,Zambézia,Gurúè,Agosto,Cartões de Crédito,Mulheres,0 a 16,0.0
2023,Zambézia,Gurúè,Julho,Cartões pré-pagos,Homens,Mais de 60,7.0
2023,Zambézia,Gurúè,Julho,Cartões pré-pagos,Homens,17 a 21,0.0
2023,Zambézia,Gurúè,Julho,Cartões pré-pagos,Homens,0 a 16,0.0
2023,Zambézia,Gurúè,Julho,Cartões de Débito,Outros,,51.0
2023,Zambézia,Gurúè,Julho,Cartões de Débito,Mulheres,Mais de 60,479.0
2023,Zambézia,Gurúè,Julho,Cartões pré-pagos,Mulheres,Mais de 60,2.0
2023,Zambézia,Gurúè,Julho,Cartões de Débito,Mulheres,22 a 60,7417.0
2023,Zambézia,Gurúè,Julho,Cartões de Débito,Mulheres,0 a 16,72.0
2023,Zambézia,Gurúè,Julho,Cartões de Débito,Homens,Mais de 60,1631.0
2023,Zambézia,Gurúè,Julho,Cartões de Débito,Homens,22 a 60,14386.0
2023,Zambézia,Gurúè,Julho,Cartões pré-pagos,Homens,22 a 60,39.0
2023,Zambézia,Gurúè,Agosto,Cartões de Crédito,Mulheres,17 a 21,0.0
2023,Zambézia,Gurúè,Agosto,Cartões de Crédito,Mulheres,22 a 60,40.0
2023,Zambézia,Gurúè,Agosto,Cartões de Crédito,Mulheres,Mais de 60,1.0
2023,Zambézia,Gurúè,Setembro,Cartões de Crédito,Homens,17 a 21,0.0
2023,Zambézia,Gurúè,Agosto,Cartões de Crédito,Homens,17 a 21,0.0
2023,Zambézia,Gurúè,Julho,Cartões de Débito,Mulheres,17 a 21,124.0
2023,Zambézia,Gurúè,Julho,Cartões pré-pagos,Outros,,3843.0
2023,Zambézia,Gurúè,Setembro,Cartões de Crédito,Homens,0 a 16,0.0
2023,Zambézia,Gurúè,Agosto,Cartões pré-pagos,Outros,,3843.0
2023,Zambézia,Gurúè,Agosto,Cartões pré-pagos,Mulheres,0 a 16,0.0
2023,Zambézia,Gurúè,Agosto,Cartões pré-pagos,Homens,Mais de 60,7.0
2023,Zambézia,Gurúè,Agosto,Cartões pré-pagos,Homens,22 a 60,40.0
2023,Zambézia,Gurúè,Agosto,Cartões pré-pagos,Homens,17 a 21,0.0
2023,Zambézia,Gurúè,Agosto,Cartões pré-pagos,Homens,0 a 16,0.0
2023,Zambézia,Gurúè,Agosto,Cartões de Débito,Outros,,49.0
2023,Zambézia,Gurúè,Agosto,Cartões de Débito,Mulheres,Mais de 60,451.0
2023,Zambézia,Gurúè,Agosto,Cartões de Débito,Mulheres,22 a 60,7172.0
2023,Zambézia,Gurúè,Agosto,Cartões pré-pagos,Mulheres,22 a 60,30.0
2023,Zambézia,Gurúè,Agosto,Cartões de Débito,Mulheres,17 a 21,129.0
