Province,District,Month,Account_Currency,Gender,Total_Accounts,Year,Age
Sofala,Cheringoma,Setembro,Em Meticais,Mulheres,30.0,2024,0-16
Tete,Marara,Setembro,Em Meticais,Mulheres,0.0,2024,0-16
Tete,Tsangano,Setembro,Em Meticais,Mulheres,6.0,2024,0-16
Gaza,Chibuto,Setembro,Em Meticais,Mulheres,152.0,2024,0-16
Gaza,Chicualacuala,Setembro,Em Meticais,Mulheres,7.0,2024,0-16
Gaza,Chigubo,Setembro,Em Meticais,Mulheres,9.0,2024,0-16
Sofala,Maringue,Setembro,Em Meticais,Mulheres,3.0,2024,0-16
Sofala,Marromeu,Setembro,Em Meticais,Mulheres,0.0,2024,0-16
Sofala,Muanza,Setembro,Em Meticais,Mulheres,11.0,2024,0-16
Sofala,Nhamatanda,Setembro,Em Meticais,Mulheres,52.0,2024,0-16
Manica,Cidade de Chimoio,Setembro,Em Meticais,Mulheres,1014.0,2024,0-16
Manica,Bárue,Setembro,Em Meticais,Mulheres,65.0,2024,0-16
Manica,Gondola,Setembro,Em Meticais,Mulheres,160.0,2024,0-16
Manica,Guro,Setembro,Em Meticais,Mulheres,30.0,2024,0-16
Manica,Machaze,Setembro,Em Meticais,Mulheres,4.0,2024,0-16
Manica,Macossa,Setembro,Em Meticais,Mulheres,0.0,2024,0-16
Manica,Mossurize,Setembro,Em Meticais,Mulheres,109.0,2024,0-16
Manica,Sussundenga,Setembro,Em Meticais,Mulheres,0.0,2024,0-16
Manica,Tambara,Setembro,Em Meticais,Mulheres,53.0,2024,0-16
Manica,Macate,Setembro,Em Meticais,Mulheres,0.0,2024,0-16
Manica,Vanduzi,Setembro,Em Meticais,Mulheres,9.0,2024,0-16
Tete,Cidade de Tete,Setembro,Em Meticais,Mulheres,1713.0,2024,0-16
Tete,Angónia,Setembro,Em Meticais,Mulheres,206.0,2024,0-16
Tete,Cahora-Bassa,Setembro,Em Meticais,Mulheres,323.0,2024,0-16
Tete,Changara,Setembro,Em Meticais,Mulheres,93.0,2024,0-16
Tete,Chifunde,Setembro,Em Meticais,Mulheres,12.0,2024,0-16
Tete,Chiuta,Setembro,Em Meticais,Mulheres,41.0,2024,0-16
Tete,Macanga,Setembro,Em Meticais,Mulheres,79.0,2024,0-16
Tete,Mágoe,Setembro,Em Meticais,Mulheres,0.0,2024,0-16
Tete,Maravia,Setembro,Em Meticais,Mulheres,20.0,2024,0-16
Tete,Moatize,Setembro,Em Meticais,Mulheres,177.0,2024,0-16
Tete,Mutarara,Setembro,Em Meticais,Mulheres,44.0,2024,0-16
Tete,Zumbo,Setembro,Em Meticais,Mulheres,2.0,2024,0-16
Zambézia,Alto Molócuè,Setembro,Em Meticais,Mulheres,205.0,2024,0-16
Sofala,Cidade da Beira,Setembro,Em Moeda Estrangeira,Homens,2984.0,2024,22-60
Zambézia,Gurúè,Setembro,Em Meticais,Mulheres,220.0,2024,0-16
Nampula,Moma,Setembro,Em Meticais,Mulheres,101.0,2024,0-16
Zambézia,Ile,Setembro,Em Meticais,Mulheres,8.0,2024,0-16
Zambézia,Inhassunge,Setembro,Em Meticais,Mulheres,0.0,2024,0-16
Zambézia,Lugela,Setembro,Em Meticais,Mulheres,0.0,2024,0-16
Zambézia,Gilé,Setembro,Em Meticais,Mulheres,35.0,2024,0-16
Zambézia,Maganja da Costa,Setembro,Em Meticais,Mulheres,76.0,2024,0-16
Zambézia,Milange,Setembro,Em Meticais,Mulheres,245.0,2024,0-16
Zambézia,Mocuba,Setembro,Em Meticais,Mulheres,398.0,2024,0-16
Zambézia,Mopeia,Setembro,Em Meticais,Mulheres,77.0,2024,0-16
Zambézia,Morrumbala,Setembro,Em Meticais,Mulheres,102.0,2024,0-16
Zambézia,Namacurra,Setembro,Em Meticais,Mulheres,30.0,2024,0-16
Zambézia,Namarroi,Setembro,Em Meticais,Mulheres,0.0,2024,0-16
Zambézia,Nicoadala,Setembro,Em Meticais,Mulheres,64.0,2024,0-16
Manica,Gondola,Setembro,Em Meticais,Mulheres,309.0,2024,17-21
Zambézia,Pebane,Setembro,Em Meticais,Mulheres,7.0,2024,0-16
Zambézia,Mocubela,Setembro,Em Meticais,Mulheres,0.0,2024,0-16
Zambézia,Mulevala,Setembro,Em Meticais,Mulheres,0.0,2024,0-16
Zambézia,Luabo,Setembro,Em Meticais,Mulheres,0.0,2024,0-16
Zambézia,Derre,Setembro,Em Meticais,Mulheres,0.0,2024,0-16
Nampula,Cidade de Nampula,Setembro,Em Meticais,Mulheres,3079.0,2024,0-16
Nampula,Cidade de Nacala-Porto,Setembro,Em Meticais,Mulheres,1048.0,2024,0-16
Nampula,Angoche,Setembro,Em Meticais,Mulheres,132.0,2024,0-16
Nampula,Ilha de Moçambique,Setembro,Em Meticais,Mulheres,139.0,2024,0-16
Nampula,Lalaua,Setembro,Em Meticais,Mulheres,13.0,2024,0-16
Nampula,Malema,Setembro,Em Meticais,Mulheres,110.0,2024,0-16
Nampula,Meconta (Namialo),Setembro,Em Meticais,Mulheres,88.0,2024,0-16
Nampula,Mecuburi,Setembro,Em Meticais,Mulheres,16.0,2024,0-16
Nampula,Memba,Setembro,Em Meticais,Mulheres,6.0,2024,0-16
Zambézia,Molumbo,Setembro,Em Meticais,Mulheres,0.0,2024,0-16
Nampula,Monapo,Setembro,Em Meticais,Mulheres,139.0,2024,0-16
Nampula,Muecate,Setembro,Em Meticais,Mulheres,11.0,2024,0-16
Niassa,Lago,Setembro,Em Meticais,Mulheres,100.0,2024,0-16
Nampula,Mossuril,Setembro,Em Meticais,Mulheres,24.0,2024,0-16
Nampula,Murrupula,Setembro,Em Meticais,Mulheres,9.0,2024,0-16
Nampula,Nacala-Velha,Setembro,Em Meticais,Mulheres,99.0,2024,0-16
Nampula,Nacaroa,Setembro,Em Meticais,Mulheres,5.0,2024,0-16
Nampula,Namapa-Erati,Setembro,Em Meticais,Mulheres,70.0,2024,0-16
Nampula,Rapale-Nampula,Setembro,Em Meticais,Mulheres,0.0,2024,0-16
Nampula,Ribaué,Setembro,Em Meticais,Mulheres,75.0,2024,0-16
Nampula,Liupo,Setembro,Em Meticais,Mulheres,0.0,2024,0-16
Nampula,Larde,Setembro,Em Meticais,Mulheres,0.0,2024,0-16
Cabo Delgado,Cabo Delgado,Setembro,Em Meticais,Mulheres,1492.0,2024,0-16
Cabo Delgado,Cidade de Pemba,Setembro,Em Meticais,Mulheres,804.0,2024,0-16
Cabo Delgado,Ancuabe,Setembro,Em Meticais,Mulheres,14.0,2024,0-16
Cabo Delgado,Balama,Setembro,Em Meticais,Mulheres,32.0,2024,0-16
Cabo Delgado,Chiúre,Setembro,Em Meticais,Mulheres,96.0,2024,0-16
Cabo Delgado,Ibo,Setembro,Em Meticais,Mulheres,0.0,2024,0-16
Cabo Delgado,Macomia,Setembro,Em Meticais,Mulheres,28.0,2024,0-16
Cabo Delgado,Mecufi,Setembro,Em Meticais,Mulheres,4.0,2024,0-16
Cabo Delgado,Meluco,Setembro,Em Meticais,Mulheres,0.0,2024,0-16
Cabo Delgado,Mocimboa da Praia,Setembro,Em Meticais,Mulheres,66.0,2024,0-16
Cabo Delgado,Montepuez,Setembro,Em Meticais,Mulheres,159.0,2024,0-16
Cabo Delgado,Mueda,Setembro,Em Meticais,Mulheres,36.0,2024,0-16
Cabo Delgado,Muidumbe,Setembro,Em Meticais,Mulheres,10.0,2024,0-16
Cabo Delgado,Namuno,Setembro,Em Meticais,Mulheres,24.0,2024,0-16
Cabo Delgado,Nangade,Setembro,Em Meticais,Mulheres,10.0,2024,0-16
Cabo Delgado,Palma,Setembro,Em Meticais,Mulheres,63.0,2024,0-16
Cabo Delgado,Pemba-Metuge,Setembro,Em Meticais,Mulheres,146.0,2024,0-16
Cabo Delgado,Quissanga,Setembro,Em Meticais,Mulheres,0.0,2024,0-16
Niassa,Cidade de Lichinga,Setembro,Em Meticais,Mulheres,878.0,2024,0-16
Niassa,Cuamba,Setembro,Em Meticais,Mulheres,401.0,2024,0-16
Nampula,Mogincual,Setembro,Em Meticais,Mulheres,13.0,2024,0-16
Cabo Delgado,Namuno,Setembro,Em Meticais,Mulheres,61.0,2024,+60
Nampula,Mogovolas,Setembro,Em Meticais,Mulheres,84.0,2024,0-16
Niassa,Mandimba,Setembro,Em Meticais,Mulheres,155.0,2024,0-16
Gaza,Chonguene,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Província de Maputo,Manhiça,Setembro,Em Meticais,Mulheres,690.0,2024,17-21
Niassa,Mavago,Setembro,Em Meticais,Mulheres,71.0,2024,0-16
Niassa,Mecanhelas,Setembro,Em Meticais,Mulheres,83.0,2024,0-16
Niassa,Mecula,Setembro,Em Meticais,Mulheres,13.0,2024,0-16
Niassa,Metarica,Setembro,Em Meticais,Mulheres,0.0,2024,0-16
Niassa,Muembe,Setembro,Em Meticais,Mulheres,0.0,2024,0-16
Niassa,N´gauma,Setembro,Em Meticais,Mulheres,0.0,2024,0-16
Niassa,Nipepe,Setembro,Em Meticais,Mulheres,13.0,2024,0-16
Niassa,Sanga,Setembro,Em Meticais,Mulheres,0.0,2024,0-16
Niassa,Chimbunhila,Setembro,Em Meticais,Mulheres,1.0,2024,0-16
Província de Maputo,Cidade de Maputo,Setembro,Em Meticais,Mulheres,25752.0,2024,17-21
Província de Maputo,Cidade da Matola,Setembro,Em Meticais,Mulheres,5558.0,2024,17-21
Gaza,Mapai,Setembro,Em Meticais,Mulheres,26.0,2024,17-21
Província de Maputo,Boane,Setembro,Em Meticais,Mulheres,774.0,2024,17-21
Província de Maputo,Marracuene,Setembro,Em Meticais,Mulheres,559.0,2024,17-21
Gaza,Massingir,Setembro,Em Meticais,Mulheres,89.0,2024,17-21
Província de Maputo,Matutuíne,Setembro,Em Meticais,Mulheres,199.0,2024,17-21
Província de Maputo,Namaacha,Setembro,Em Meticais,Mulheres,187.0,2024,17-21
Província de Maputo,Moamba,Setembro,Em Meticais,Mulheres,699.0,2024,17-21
Gaza,Cidade de Xai-Xai,Setembro,Em Meticais,Mulheres,1578.0,2024,17-21
Gaza,Bilene-Macia,Setembro,Em Meticais,Mulheres,501.0,2024,17-21
Gaza,Chibuto,Setembro,Em Meticais,Mulheres,409.0,2024,17-21
Gaza,Chicualacuala,Setembro,Em Meticais,Mulheres,28.0,2024,17-21
Gaza,Chigubo,Setembro,Em Meticais,Mulheres,39.0,2024,17-21
Gaza,Chókwè,Setembro,Em Meticais,Mulheres,577.0,2024,17-21
Gaza,Guijá,Setembro,Em Meticais,Mulheres,289.0,2024,17-21
Gaza,Mabalane,Setembro,Em Meticais,Mulheres,32.0,2024,17-21
Província de Maputo,Magude,Setembro,Em Meticais,Mulheres,193.0,2024,17-21
Gaza,Limpopo,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Manica,Bárue,Setembro,Em Meticais,Mulheres,98.0,2024,17-21
Manica,Cidade de Chimoio,Setembro,Em Meticais,Mulheres,1267.0,2024,17-21
Niassa,Marrupa,Setembro,Em Meticais,Mulheres,131.0,2024,0-16
Niassa,Maúa,Setembro,Em Meticais,Mulheres,104.0,2024,0-16
Inhambane,Cidade de Inhambane,Setembro,Em Meticais,Mulheres,657.0,2024,17-21
Inhambane,Cidade de Maxixe,Setembro,Em Meticais,Mulheres,1110.0,2024,17-21
Inhambane,Funhaloro,Setembro,Em Meticais,Mulheres,40.0,2024,17-21
Inhambane,Govuro,Setembro,Em Meticais,Mulheres,57.0,2024,17-21
Inhambane,Homoine,Setembro,Em Meticais,Mulheres,221.0,2024,17-21
Inhambane,Inharrime,Setembro,Em Meticais,Mulheres,204.0,2024,17-21
Inhambane,Inhassoro,Setembro,Em Meticais,Mulheres,221.0,2024,17-21
Inhambane,Jangamo,Setembro,Em Meticais,Mulheres,94.0,2024,17-21
Inhambane,Mabote,Setembro,Em Meticais,Mulheres,36.0,2024,17-21
Inhambane,Massinga,Setembro,Em Meticais,Mulheres,360.0,2024,17-21
Inhambane,Morrumbene,Setembro,Em Meticais,Mulheres,203.0,2024,17-21
Inhambane,Panda,Setembro,Em Meticais,Mulheres,76.0,2024,17-21
Inhambane,Vilankulo,Setembro,Em Meticais,Mulheres,457.0,2024,17-21
Inhambane,Zavala (Quissico),Setembro,Em Meticais,Mulheres,245.0,2024,17-21
Sofala,Cidade da Beira,Setembro,Em Meticais,Mulheres,3769.0,2024,17-21
Sofala,Buzi,Setembro,Em Meticais,Mulheres,147.0,2024,17-21
Sofala,Caia,Setembro,Em Meticais,Mulheres,47.0,2024,17-21
Sofala,Chemba,Setembro,Em Meticais,Mulheres,37.0,2024,17-21
Sofala,Cheringoma,Setembro,Em Meticais,Mulheres,42.0,2024,17-21
Sofala,Chibabava,Setembro,Em Meticais,Mulheres,69.0,2024,17-21
Sofala,Dondo,Setembro,Em Meticais,Mulheres,354.0,2024,17-21
Sofala,Gorongoza,Setembro,Em Meticais,Mulheres,108.0,2024,17-21
Sofala,Machanga,Setembro,Em Meticais,Mulheres,72.0,2024,17-21
Sofala,Maringue,Setembro,Em Meticais,Mulheres,20.0,2024,17-21
Sofala,Marromeu,Setembro,Em Meticais,Mulheres,21.0,2024,17-21
Sofala,Muanza,Setembro,Em Meticais,Mulheres,16.0,2024,17-21
Sofala,Nhamatanda,Setembro,Em Meticais,Mulheres,81.0,2024,17-21
Niassa,Manjune,Setembro,Em Meticais,Mulheres,3.0,2024,0-16
Manica,Guro,Setembro,Em Meticais,Mulheres,54.0,2024,17-21
Manica,Macossa,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Niassa,Metarica,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Zambézia,Milange,Setembro,Em Meticais,Mulheres,279.0,2024,17-21
Manica,Mossurize,Setembro,Em Meticais,Mulheres,63.0,2024,17-21
Manica,Sussundenga,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Manica,Tambara,Setembro,Em Meticais,Mulheres,123.0,2024,17-21
Manica,Macate,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Manica,Vanduzi,Setembro,Em Meticais,Mulheres,22.0,2024,17-21
Tete,Cidade de Tete,Setembro,Em Meticais,Mulheres,1502.0,2024,17-21
Tete,Angónia,Setembro,Em Meticais,Mulheres,252.0,2024,17-21
Tete,Cahora-Bassa,Setembro,Em Meticais,Mulheres,365.0,2024,17-21
Tete,Changara,Setembro,Em Meticais,Mulheres,83.0,2024,17-21
Tete,Chifunde,Setembro,Em Meticais,Mulheres,46.0,2024,17-21
Tete,Chiuta,Setembro,Em Meticais,Mulheres,50.0,2024,17-21
Tete,Macanga,Setembro,Em Meticais,Mulheres,111.0,2024,17-21
Manica,Machaze,Setembro,Em Meticais,Mulheres,46.0,2024,17-21
Tete,Mágoe,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Tete,Moatize,Setembro,Em Meticais,Mulheres,238.0,2024,17-21
Tete,Mutarara,Setembro,Em Meticais,Mulheres,60.0,2024,17-21
Tete,Tsangano,Setembro,Em Meticais,Mulheres,25.0,2024,17-21
Tete,Zumbo,Setembro,Em Meticais,Mulheres,37.0,2024,17-21
Tete,Doa,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Tete,Marara,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Zambézia,Cidade de Quelimane,Setembro,Em Meticais,Mulheres,1604.0,2024,17-21
Zambézia,Alto Molócuè,Setembro,Em Meticais,Mulheres,154.0,2024,17-21
Zambézia,Chinde,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Zambézia,Gurúè,Setembro,Em Meticais,Mulheres,217.0,2024,17-21
Zambézia,Ile,Setembro,Em Meticais,Mulheres,20.0,2024,17-21
Zambézia,Inhassunge,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Zambézia,Lugela,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Tete,Maravia,Setembro,Em Meticais,Mulheres,26.0,2024,17-21
Zambézia,Mocuba,Setembro,Em Meticais,Mulheres,570.0,2024,17-21
Zambézia,Morrumbala,Setembro,Em Meticais,Mulheres,76.0,2024,17-21
Nampula,Rapale-Nampula,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Zambézia,Mopeia,Setembro,Em Meticais,Mulheres,82.0,2024,17-21
Zambézia,Namacurra,Setembro,Em Meticais,Mulheres,112.0,2024,17-21
Zambézia,Namarroi,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Zambézia,Nicoadala,Setembro,Em Meticais,Mulheres,134.0,2024,17-21
Zambézia,Pebane,Setembro,Em Meticais,Mulheres,45.0,2024,17-21
Zambézia,Molumbo,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Zambézia,Mocubela,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Zambézia,Mulevala,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Zambézia,Luabo,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Zambézia,Derre,Setembro,Em Meticais,Mulheres,19.0,2024,17-21
Nampula,Cidade de Nampula,Setembro,Em Meticais,Mulheres,3930.0,2024,17-21
Nampula,Cidade de Nacala-Porto,Setembro,Em Meticais,Mulheres,849.0,2024,17-21
Nampula,Angoche,Setembro,Em Meticais,Mulheres,200.0,2024,17-21
Nampula,Ilha de Moçambique,Setembro,Em Meticais,Mulheres,218.0,2024,17-21
Nampula,Lalaua,Setembro,Em Meticais,Mulheres,33.0,2024,17-21
Nampula,Malema,Setembro,Em Meticais,Mulheres,71.0,2024,17-21
Nampula,Meconta (Namialo),Setembro,Em Meticais,Mulheres,127.0,2024,17-21
Nampula,Mecuburi,Setembro,Em Meticais,Mulheres,17.0,2024,17-21
Nampula,Memba,Setembro,Em Meticais,Mulheres,24.0,2024,17-21
Nampula,Mogincual,Setembro,Em Meticais,Mulheres,38.0,2024,17-21
Nampula,Mogovolas,Setembro,Em Meticais,Mulheres,78.0,2024,17-21
Nampula,Moma,Setembro,Em Meticais,Mulheres,108.0,2024,17-21
Nampula,Monapo,Setembro,Em Meticais,Mulheres,254.0,2024,17-21
Nampula,Mossuril,Setembro,Em Meticais,Mulheres,77.0,2024,17-21
Nampula,Muecate,Setembro,Em Meticais,Mulheres,65.0,2024,17-21
Nampula,Murrupula,Setembro,Em Meticais,Mulheres,63.0,2024,17-21
Nampula,Nacala-Velha,Setembro,Em Meticais,Mulheres,100.0,2024,17-21
Nampula,Nacaroa,Setembro,Em Meticais,Mulheres,42.0,2024,17-21
Nampula,Namapa-Erati,Setembro,Em Meticais,Mulheres,71.0,2024,17-21
Zambézia,Gilé,Setembro,Em Meticais,Mulheres,43.0,2024,17-21
Zambézia,Maganja da Costa,Setembro,Em Meticais,Mulheres,67.0,2024,17-21
Nampula,Ribaué,Setembro,Em Meticais,Mulheres,129.0,2024,17-21
Nampula,Liupo,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Niassa,N´gauma,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Cabo Delgado,Nangade,Setembro,Em Meticais,Mulheres,2.0,2024,17-21
Cabo Delgado,Cidade de Pemba,Setembro,Em Meticais,Mulheres,1126.0,2024,17-21
Cabo Delgado,Ancuabe,Setembro,Em Meticais,Mulheres,23.0,2024,17-21
Cabo Delgado,Balama,Setembro,Em Meticais,Mulheres,52.0,2024,17-21
Cabo Delgado,Chiúre,Setembro,Em Meticais,Mulheres,138.0,2024,17-21
Cabo Delgado,Ibo,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Cabo Delgado,Macomia,Setembro,Em Meticais,Mulheres,20.0,2024,17-21
Cabo Delgado,Mecufi,Setembro,Em Meticais,Mulheres,23.0,2024,17-21
Cabo Delgado,Meluco,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Cabo Delgado,Mocimboa da Praia,Setembro,Em Meticais,Mulheres,23.0,2024,17-21
Cabo Delgado,Montepuez,Setembro,Em Meticais,Mulheres,305.0,2024,17-21
Cabo Delgado,Mueda,Setembro,Em Meticais,Mulheres,63.0,2024,17-21
Cabo Delgado,Muidumbe,Setembro,Em Meticais,Mulheres,4.0,2024,17-21
Cabo Delgado,Namuno,Setembro,Em Meticais,Mulheres,30.0,2024,17-21
Cabo Delgado,Palma,Setembro,Em Meticais,Mulheres,84.0,2024,17-21
Niassa,Muembe,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Cabo Delgado,Pemba-Metuge,Setembro,Em Meticais,Mulheres,160.0,2024,17-21
Cabo Delgado,Quissanga,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Niassa,Cidade de Lichinga,Setembro,Em Meticais,Mulheres,969.0,2024,17-21
Niassa,Cuamba,Setembro,Em Meticais,Mulheres,616.0,2024,17-21
Niassa,Lago,Setembro,Em Meticais,Mulheres,64.0,2024,17-21
Niassa,Manjune,Setembro,Em Meticais,Mulheres,30.0,2024,17-21
Niassa,Mandimba,Setembro,Em Meticais,Mulheres,139.0,2024,17-21
Niassa,Marrupa,Setembro,Em Meticais,Mulheres,84.0,2024,17-21
Niassa,Maúa,Setembro,Em Meticais,Mulheres,69.0,2024,17-21
Niassa,Mavago,Setembro,Em Meticais,Mulheres,42.0,2024,17-21
Niassa,Mecanhelas,Setembro,Em Meticais,Mulheres,88.0,2024,17-21
Niassa,Mecula,Setembro,Em Meticais,Mulheres,25.0,2024,17-21
Niassa,Nipepe,Setembro,Em Meticais,Mulheres,20.0,2024,17-21
Gaza,Manjacaze,Setembro,Em Meticais,Mulheres,290.0,2024,17-21
Niassa,Sanga,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Inhambane,Govuro,Setembro,Em Meticais,Mulheres,1278.0,2024,22-60
Nampula,Larde,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Cabo Delgado,Cabo Delgado,Setembro,Em Meticais,Mulheres,2053.0,2024,17-21
Niassa,Chimbunhila,Setembro,Em Meticais,Mulheres,21.0,2024,17-21
Província de Maputo,Cidade de Maputo,Setembro,Em Meticais,Mulheres,673112.0,2024,22-60
Província de Maputo,Cidade da Matola,Setembro,Em Meticais,Mulheres,122965.0,2024,22-60
Província de Maputo,Boane,Setembro,Em Meticais,Mulheres,19617.0,2024,22-60
Província de Maputo,Magude,Setembro,Em Meticais,Mulheres,6016.0,2024,22-60
Província de Maputo,Manhiça,Setembro,Em Meticais,Mulheres,20235.0,2024,22-60
Província de Maputo,Marracuene,Setembro,Em Meticais,Mulheres,11037.0,2024,22-60
Província de Maputo,Matutuíne,Setembro,Em Meticais,Mulheres,3470.0,2024,22-60
Província de Maputo,Namaacha,Setembro,Em Meticais,Mulheres,2900.0,2024,22-60
Província de Maputo,Moamba,Setembro,Em Meticais,Mulheres,10559.0,2024,22-60
Gaza,Cidade de Xai-Xai,Setembro,Em Meticais,Mulheres,51795.0,2024,22-60
Gaza,Bilene-Macia,Setembro,Em Meticais,Mulheres,11890.0,2024,22-60
Gaza,Chibuto,Setembro,Em Meticais,Mulheres,10969.0,2024,22-60
Gaza,Chicualacuala,Setembro,Em Meticais,Mulheres,652.0,2024,22-60
Gaza,Chigubo,Setembro,Em Meticais,Mulheres,496.0,2024,22-60
Gaza,Chókwè,Setembro,Em Meticais,Mulheres,17067.0,2024,22-60
Gaza,Guijá,Setembro,Em Meticais,Mulheres,3211.0,2024,22-60
Gaza,Mabalane,Setembro,Em Meticais,Mulheres,907.0,2024,22-60
Gaza,Manjacaze,Setembro,Em Meticais,Mulheres,5365.0,2024,22-60
Gaza,Massangena,Setembro,Em Meticais,Mulheres,0.0,2024,22-60
Gaza,Massingir,Setembro,Em Meticais,Mulheres,2326.0,2024,22-60
Gaza,Chonguene,Setembro,Em Meticais,Mulheres,0.0,2024,22-60
Gaza,Mapai,Setembro,Em Meticais,Mulheres,614.0,2024,22-60
Gaza,Limpopo,Setembro,Em Meticais,Mulheres,0.0,2024,22-60
Inhambane,Cidade de Inhambane,Setembro,Em Meticais,Mulheres,18148.0,2024,22-60
Inhambane,Cidade de Maxixe,Setembro,Em Meticais,Mulheres,28357.0,2024,22-60
Inhambane,Funhaloro,Setembro,Em Meticais,Mulheres,705.0,2024,22-60
Inhambane,Homoine,Setembro,Em Meticais,Mulheres,3097.0,2024,22-60
Gaza,Massangena,Setembro,Em Meticais,Mulheres,0.0,2024,17-21
Inhambane,Inharrime,Setembro,Em Meticais,Mulheres,6859.0,2024,22-60
Inhambane,Inhassoro,Setembro,Em Meticais,Mulheres,5411.0,2024,22-60
Tete,Cidade de Tete,Setembro,Em Meticais,Mulheres,47531.0,2024,22-60
Sofala,Machanga,Setembro,Em Meticais,Mulheres,402.0,2024,22-60
Inhambane,Massinga,Setembro,Em Meticais,Mulheres,12140.0,2024,22-60
Inhambane,Morrumbene,Setembro,Em Meticais,Mulheres,4592.0,2024,22-60
Inhambane,Panda,Setembro,Em Meticais,Mulheres,838.0,2024,22-60
Inhambane,Vilankulo,Setembro,Em Meticais,Mulheres,10705.0,2024,22-60
Inhambane,Zavala (Quissico),Setembro,Em Meticais,Mulheres,6510.0,2024,22-60
Sofala,Cidade da Beira,Setembro,Em Meticais,Mulheres,100119.0,2024,22-60
Sofala,Buzi,Setembro,Em Meticais,Mulheres,1878.0,2024,22-60
Sofala,Caia,Setembro,Em Meticais,Mulheres,2195.0,2024,22-60
Sofala,Chemba,Setembro,Em Meticais,Mulheres,998.0,2024,22-60
Sofala,Cheringoma,Setembro,Em Meticais,Mulheres,504.0,2024,22-60
Sofala,Chibabava,Setembro,Em Meticais,Mulheres,2035.0,2024,22-60
Tete,Angónia,Setembro,Em Meticais,Mulheres,7453.0,2024,22-60
Sofala,Dondo,Setembro,Em Meticais,Mulheres,11571.0,2024,22-60
Sofala,Maringue,Setembro,Em Meticais,Mulheres,492.0,2024,22-60
Manica,Vanduzi,Setembro,Em Meticais,Mulheres,983.0,2024,22-60
Sofala,Marromeu,Setembro,Em Meticais,Mulheres,1588.0,2024,22-60
Sofala,Muanza,Setembro,Em Meticais,Mulheres,345.0,2024,22-60
Sofala,Nhamatanda,Setembro,Em Meticais,Mulheres,4286.0,2024,22-60
Manica,Cidade de Chimoio,Setembro,Em Meticais,Mulheres,46214.0,2024,22-60
Manica,Bárue,Setembro,Em Meticais,Mulheres,2605.0,2024,22-60
Manica,Gondola,Setembro,Em Meticais,Mulheres,11146.0,2024,22-60
Manica,Guro,Setembro,Em Meticais,Mulheres,1986.0,2024,22-60
Manica,Machaze,Setembro,Em Meticais,Mulheres,1091.0,2024,22-60
Manica,Macossa,Setembro,Em Meticais,Mulheres,0.0,2024,22-60
Manica,Mossurize,Setembro,Em Meticais,Mulheres,2284.0,2024,22-60
Manica,Sussundenga,Setembro,Em Meticais,Mulheres,0.0,2024,22-60
Sofala,Gorongoza,Setembro,Em Meticais,Mulheres,1702.0,2024,22-60
Tete,Cahora-Bassa,Setembro,Em Meticais,Mulheres,7608.0,2024,22-60
Zambézia,Pebane,Setembro,Em Meticais,Mulheres,688.0,2024,22-60
Zambézia,Nicoadala,Setembro,Em Meticais,Mulheres,2569.0,2024,22-60
Província de Maputo,Manhiça,Setembro,Em Meticais,Mulheres,2479.0,2024,+60
Zambézia,Mocubela,Setembro,Em Meticais,Mulheres,0.0,2024,22-60
Tete,Changara,Setembro,Em Meticais,Mulheres,1057.0,2024,22-60
Tete,Chifunde,Setembro,Em Meticais,Mulheres,430.0,2024,22-60
Tete,Chiuta,Setembro,Em Meticais,Mulheres,1372.0,2024,22-60
Tete,Macanga,Setembro,Em Meticais,Mulheres,1016.0,2024,22-60
Tete,Mágoe,Setembro,Em Meticais,Mulheres,0.0,2024,22-60
Tete,Maravia,Setembro,Em Meticais,Mulheres,374.0,2024,22-60
Tete,Moatize,Setembro,Em Meticais,Mulheres,9438.0,2024,22-60
Tete,Mutarara,Setembro,Em Meticais,Mulheres,1539.0,2024,22-60
